รหัสโรงพยาบาล,ชื่อโรงพยาบาล,ประเภทโรงพยาบาล,อำเภอ,ปีที่ประเมิน Green,Green หมดอายุ,ระดับผลการประเมิน Green,สถานะการรับรอง Green,ปีที่ประเมินอาชีวฯ,อาชีวฯ หมดอายุ,ระดับผลการประเมิน อาชีวฯ,สถานะการรับรอง อาชีวฯ
10666,โรงพยาบาลมหาราชนครราชสีมา,รพ.ศูนย์,เมืองนครราชสีมา,2567,2570,ระดับดีเยี่ยม,รับรองแล้ว,2567,2570,ระดับดีมาก,รับรองแล้ว
